Region,Latitude,Longitude,Crime_Type,FIR_Count,Crime_Rate,PM2.5,PM10,NO2,SO2,CO,O3,Population_Density,Smoking_Prevalence,Industrial_Activity,Accidents,Survival_Rate,Lung_Disease_Probability
North Ludhiana,30.908056465582924,75.90347245431039,Theft,9,0.0828157223155722,61.47898530587554,122.90515638887882,49.26756656728685,19.695697034476325,0.5176841529319063,20.483257146552205,8209.29759182036,19.099887302145362,2.3870906396768987,16,95.38415583466733,34.140019122305645
South Ludhiana,30.907965430105104,75.77325767495203,Robbery,43,0.06701941196108237,80.82053812220693,148.23894542641938,30.51323433406651,27.59074987610802,1.364487043581903,74.81894718017429,12845.771620050073,17.599447635002434,5.279575847089291,1,95.2133463831969,40
East Ludhiana,30.89766919934191,75.78584504262544,Fraud,10,0.04204148662742228,37.05352006480098,80.86681461427361,52.65124604571611,32.412444073706865,1.440081121167168,69.84570853412151,23428.186485543847,15.780538255348802,6.624663467518985,20,95.08594168664435,38.82245318874247
West Ludhiana,30.957369733788074,75.74926273410675,Assault,29,0.017398014401551337,20.43628815561533,144.94401095435023,48.586522231344134,8.026975386310369,0.53686801972799,37.812413247302175,21360.45564431697,10.91359531506896,6.62974746664986,9,94.23793682399742,33.668582417148386
West Ludhiana,30.940170007525012,75.85231732730753,Robbery,5,0.023848461501765998,95.88247964158654,91.92357526626438,28.524320668075234,26.181563066784292,0.5722222338663414,61.136179426684976,6154.4234259054065,26.11133933532983,5.8841296238824725,14,99.44437129178351,40
East Ludhiana,30.951365493796764,75.81737259547226,Fraud,48,0.07021944200387226,40.657736640423536,67.78373178094625,52.8067562635988,14.413522649556398,0.5127777454908937,59.35005855746567,21345.855575054884,11.06212493032217,0.28441438684239984,27,91.31509689045939,23.743955302432227
North Ludhiana,30.860777877876536,75.70418342694175,Robbery,47,0.019410836959723385,58.28385325148702,81.99832402169704,49.940115134231746,9.607393930200487,0.9742556530982256,32.00482460670173,15682.878098450601,21.89816368278116,1.5124493464827538,3,97.35584280098465,34.46797567503743
North Ludhiana,30.902083405898885,75.76050069241319,Assault,17,0.07836873041000217,62.51657681539655,87.8278584452346,17.30889446567744,10.154308950295672,1.6795402703573927,74.96489421930164,23035.769280977547,27.305143643170595,8.490299188997597,26,77.51542904331903,39.70127648619418
Central Ludhiana,30.818174084927886,75.90333791302983,Domestic Violence,12,0.05567230245796964,31.96721414104104,85.21020519547164,42.707130908966064,33.42125836876221,0.8117809789255261,71.66777775157243,10309.250494465232,11.620550211519003,0.9511043084785342,1,100,26.336336839430132
East Ludhiana,30.870623623998835,75.76665467510466,Fraud,44,0.06255121901631355,98.46261827275157,73.40652213897556,43.37278589606285,12.73447941755876,1.875279446132481,66.8478427734226,8918.749131262302,22.024208875373006,8.201182070188224,30,90.07175635151002,40
Central Ludhiana,30.958057256648317,75.77296601748094,Domestic Violence,43,0.06682261579204352,92.21256284043193,117.23688377533108,23.001630443613976,19.210837935097516,1.2848138695117086,68.5839808313176,14345.107125118375,29.61891987361014,7.755041217897087,22,88.5572287428375,40
Central Ludhiana,30.874681770149618,75.96568323043175,Domestic Violence,13,0.019898542102891954,29.911421649158,139.96641100384295,25.801270701922476,19.344559179153293,1.4630546077387407,66.82620142586529,12324.524922296405,21.830327692441642,9.835817611310631,19,90.95011916266421,40
Central Ludhiana,30.88553545922041,75.78962281493004,Robbery,32,0.047872432859148835,88.1150084733963,59.53141285572201,46.809168686158955,21.417951147304848,1.3467198050348088,68.93951818346977,16717.790816910565,15.233532944694161,9.007079410366714,1,100,37.49461628024542
South Ludhiana,30.95751757575199,75.7454980808776,Fraud,49,0.08857208566041663,38.62241769209504,112.13735868223011,40.82321148831397,13.606223004171625,1.4044049036456272,41.249887184239924,16752.76871304959,12.269342229701579,4.342224136926234,8,95.32066479316109,32.55702689537842
North Ludhiana,30.944295646902173,75.79583146607038,Domestic Violence,38,0.043532646060921255,81.56367054209113,144.3033616989851,38.51937453961,18.68408104754053,1.8004316345322877,72.97587824985385,9709.215448237956,20.79454426188022,8.2720534526743,11,84.00590577702974,40
South Ludhiana,30.87336001568474,75.71352535313927,Theft,3,0.041424397840164606,44.47184093296528,107.33420809265226,18.894972375128418,32.18087499262765,1.7279841715935618,61.24541213735938,13193.06145887822,14.206166355870664,6.158343136776239,3,97.26211646541044,32.97877672364399
North Ludhiana,30.80733866994269,75.98639797829091,Theft,47,0.04623967120889575,42.581151109188795,75.15679707285017,45.20554902497679,14.270177269354463,1.0566427529556677,43.69400337804109,15987.450540997088,17.594071864150465,7.2660323535092175,12,93.23087757381467,30.588771341371288
South Ludhiana,30.988721230532974,75.96504428277258,Fraud,37,0.08793683856958524,44.75646637380123,72.02116856351495,21.07156123034656,18.158349223667756,0.7225612830370665,28.357438589446247,12463.135067373514,19.046323923394084,5.084236904513091,27,80.35456470745108,29.051314676249653
Central Ludhiana,30.963488666061313,75.9420035059331,Assault,3,0.03241846690187231,78.95033983513713,106.58291224390268,12.802916581276804,19.67021521064453,0.8759491750970483,55.03530795220286,10043.891980312765,20.620415010489523,1.9451116141863167,9,88.56773091477015,37.04988547022237
North Ludhiana,30.859607197158038,75.98138444426004,Theft,22,0.09494765992276372,67.08913983777165,146.12867410760373,35.99812663393095,13.312319988617674,0.7673059294465929,61.37637279462069,18186.836843378842,18.708956176415086,9.554400788620114,30,89.9669995423662,40
South Ludhiana,30.934282605024055,75.89551657079718,Robbery,48,0.08697758670663462,35.693554412573576,143.40392670128495,26.100667708087713,5.138347668107599,0.7844424158101901,35.10020727291703,21905.60826100409,22.764288769103587,9.701284328475595,13,91.3660955011718,40
South Ludhiana,30.994819502253087,75.97153819878585,Fraud,36,0.06303048559464515,72.77724323794246,137.88781412877142,13.507527965120971,13.377158149378374,1.2141114685218781,59.084850125946105,22736.361916176975,25.857426798902452,0.7330655097030103,7,100,40
North Ludhiana,30.927648285310717,75.74108067206107,Theft,28,0.010565431620925665,56.01319879293442,53.34914932027459,49.08848168794066,26.849326281808317,1.0182267060736194,26.666925898753107,9635.501685552299,19.927152143791318,9.643820780329406,0,100,32.88423997990735
Central Ludhiana,30.928559210058303,75.7926979601616,Robbery,30,0.058659409089013945,44.19906159862876,116.24809347558767,23.069544290192425,32.399329917971045,1.9276994980173185,63.672367446124554,23416.874073445797,27.359920842573047,2.0112072699703276,13,92.30311212493687,40
East Ludhiana,30.83763259057887,75.90485445517115,Domestic Violence,39,0.05947222158079968,47.32192061841488,83.71836894657463,15.567620822694153,13.62409196444787,1.1259067439241335,49.518935000523925,7290.417635813355,18.722941679880023,2.6597623014822602,12,87.61570747649841,29.369024026971907
North Ludhiana,30.905721129989253,75.96448646627832,Fraud,6,0.0944576629367657,63.14911970868707,145.51719499286264,10.029412703588605,13.07100256322883,1.5500701840501279,69.22523499466479,7342.05789398402,28.42600711621344,4.674348728731275,21,86.5133174342712,40
South Ludhiana,30.81432689516805,75.71128692559432,Theft,3,0.03133896852843464,85.60100547969341,131.12243255600333,43.75536244129762,19.979241071268916,1.0239955910947174,23.668408431112766,8860.497777350247,29.198884549550712,5.830172479618341,6,94.8766496664222,40
West Ludhiana,30.81618006369099,75.81668479675427,Assault,31,0.028303005606867375,63.63668490201235,106.48744378704578,33.029646440409124,24.034203100018203,1.7061879844404757,68.60901515930891,22956.39398973435,17.772229677066207,0.2903413982130587,19,89.41196111045547,34.99003434727354
North Ludhiana,30.92255572420545,75.9577842019964,Assault,45,0.04767496307846159,61.058337055146694,62.490842142142355,44.20928018167615,18.844645662466064,0.7101952059892938,45.93564472626895,24652.725835330784,29.954014839604497,2.8154992242343724,22,91.71573299508009,38.15423434741329
Central Ludhiana,30.973536520730704,75.88685374765191,Theft,37,0.08067831812659279,33.07506961748004,84.63842291384935,58.409839218948036,26.346907446859404,1.9825250502908602,73.57620447408408,21254.79580834508,23.33919073920697,4.519540891051292,2,96.41500385470798,40
West Ludhiana,30.988621985632925,75.82622382494155,Assault,22,0.058894058393780147,33.2479895837605,110.42338164988905,57.59733756072819,12.914615659974515,0.8814511384116486,69.82991356402636,15198.571202345192,21.149006015621126,3.5963469184935093,16,89.78138703684887,36.342109635175525
East Ludhiana,30.890588329313324,75.74328472891357,Fraud,28,0.06823604223085568,26.039201226085424,50.5793331656605,17.704223599284887,10.617111191386357,0.639106857124716,37.085811025463045,22831.76103141159,23.92125236801803,5.69612207589671,8,93.79188562359026,26.57216514795299
West Ludhiana,30.853373950207608,75.84713267316111,Theft,39,0.05526157340267674,41.7417567782104,84.43368866574019,33.35431291721761,34.927659921813756,1.6788698323071003,23.136652084067464,23807.15839099139,15.550758927129209,7.968298310879618,28,90.53710438084326,38.30155458992965
Central Ludhiana,30.847251972183585,75.93246926234569,Domestic Violence,6,0.044490613229572776,67.09896057844162,67.65643814578652,37.741028112359345,36.649841842008755,1.19691679533571,39.289484531618655,17780.83886485547,17.50579963438213,8.236802436877042,27,84.78179639068154,35.778617821949425
North Ludhiana,30.803839429700748,75.99094710682985,Fraud,37,0.026566853348631417,43.41427197679877,113.79420247394592,41.25369097106159,18.409066897584125,0.9014098667539656,51.25776872038841,10083.823716267943,25.68828910123557,2.0470027602277696,26,89.29013897678459,36.317976849529835
Central Ludhiana,30.826938946545123,75.7213438562816,Robbery,49,0.014647876787930728,56.548591144382954,53.92674603499472,20.517380374949425,16.420499986270443,0.539833634509705,63.46672883722931,5211.234735324979,26.27555530052632,8.925044473726302,21,91.05711569200653,32.49603560694855
West Ludhiana,30.951700201351194,75.98291268900502,Theft,25,0.07720518195768819,97.42612326517701,101.2992801843211,58.11214301735163,38.88154655927792,1.474877160275355,49.719150783494115,6509.539517574012,17.60586780961603,2.8980517433956265,29,92.41460805134913,40
South Ludhiana,30.89936963254586,75.73602883049753,Fraud,18,0.08637053176993505,55.99308289587498,50.95340949483216,44.1515866224654,30.30823901994154,0.9159583315486088,68.28801120631397,6405.286272056401,22.0425845682621,0.4511525365523994,8,100,28.146304715706005
West Ludhiana,30.990207435609772,75.74042195512448,Fraud,15,0.08205513448687271,62.42055017501116,54.731214651837945,24.724039065185934,14.838912474224344,1.2949471200117841,33.05107671301812,10835.09977441281,18.632421805523336,0.1138442917726934,29,89.13895802094119,28.467030542475634
North Ludhiana,30.864403318613768,75.72318427020218,Theft,24,0.07971885304898024,95.64652778208256,50.444974075071514,43.49851155653596,6.15789984120056,0.7882841944228858,27.678210604935884,21653.93201634288,26.829643812961876,9.45773420855403,15,92.62983772041893,40
East Ludhiana,30.967198532586917,75.9022544610314,Assault,7,0.031240892801433807,55.76101325452328,132.76832757983357,48.576070696581155,19.795649287989363,1.0220127429347485,64.98328960034996,16910.86986567825,23.16406692378223,7.916039151605219,3,90.57997191304521,40
West Ludhiana,30.96717772828415,75.96893961057067,Robbery,46,0.048654509352054454,87.71779989823699,78.46605549566448,42.59560080477968,12.337590199895203,1.6681179529987276,47.05611632205546,11397.752151824534,24.751537879928946,3.1732671428471804,23,84.53956444890774,39.57471463556668
North Ludhiana,30.864883291814476,75.99264172886032,Assault,33,0.059555107455234985,51.49052906781435,69.22949533909559,24.577912201639265,21.731825706083328,1.8203616859391332,61.518062986433506,5869.896337389946,13.482929109595716,3.9066613325849175,22,84.10647571081988,30.45530716182625
North Ludhiana,30.929884474910796,75.71174052318092,Robbery,36,0.06993940383428708,75.0077685713768,113.63711736630648,39.23742475686595,37.369941285578534,0.9034899334656075,26.1179074132815,22919.412376359105,25.220173089765012,8.683141176588833,21,87.88664624475904,40
North Ludhiana,30.898710297700017,75.91427408894523,Domestic Violence,39,0.045569597478024665,56.40529230237007,123.44470673706383,59.91149661364034,14.708095054375008,1.0466865621274337,70.22059495095164,10139.579945243895,28.096880624070764,0.12452591676265001,18,92.47362219605523,38.65051944900286
East Ludhiana,30.830629157973455,75.90677478467114,Robbery,36,0.025152420096565042,26.41487631946802,68.72653558384627,51.28026081016287,11.609539021737874,0.9992876289179549,48.79894530400634,14853.432504460216,10.706510399468243,2.3826277651824057,20,95.84600606834732,25.445233161658294
South Ludhiana,30.956073458399622,75.88910075037275,Assault,47,0.07583879656158388,57.1400086209178,80.14347630087286,11.873040676582605,17.7488030702807,1.1113139021908864,42.66486815176904,10126.518602482975,29.18729194905609,9.660143540240824,30,78.40770270759047,39.61528420176519
West Ludhiana,30.863535461807626,75.94711084505543,Theft,27,0.06546916174469516,33.58788248151541,108.72166454792023,12.938421664293855,37.38206639653072,1.1850595396244898,71.46153315901756,7359.746554866433,23.591099344193935,7.317999918013811,28,80.60185689732472,32.5207433004138
East Ludhiana,30.988023027125745,75.86320172289852,Fraud,39,0.07616213478380815,22.121239248663187,132.71603509783745,11.372315874323249,27.08544582943432,0.5441797903040424,76.20355193503201,18383.968365378678,24.012327254749835,8.132057250477374,17,89.61804568423662,40
East Ludhiana,30.89698461336084,75.97766856553498,Domestic Violence,42,0.04142087677028031,94.19096749275923,63.23275086469948,29.9015702935867,25.190795520320535,1.7657399619929492,49.37888242304325,14517.220808193088,17.277509896084666,4.08564621116966,7,100,38.91832315166139
West Ludhiana,30.945250914013013,75.87296469954308,Theft,19,0.062195626182947314,55.68953558802605,136.50703830644488,43.21115695871413,22.14420968433842,1.0363590006018057,49.91601335816085,12344.121299684048,17.010342818684876,0.1328046922571957,26,82.58229177523145,34.77694895994816
North Ludhiana,30.92190318983048,75.99282202855684,Assault,19,0.05531356400111691,91.72157568857074,139.81467245612293,33.1343983206898,16.048453045077622,1.9285795311443508,27.996270232833922,9218.136784620583,14.225327093154192,6.26690702047199,9,100,40
East Ludhiana,30.920016451831906,75.72635992213618,Fraud,34,0.08593888563336805,75.88256610557437,146.09518249053508,19.364002582151443,29.04404060682282,1.2790740050841123,39.38679744955152,23472.633808851242,28.385565653443336,2.861844301223755,10,97.27873033323462,40
East Ludhiana,30.851549032889306,75.72405324270949,Fraud,32,0.05349674633936957,25.253736078739166,60.50475069787353,13.602407337166369,22.281952772755176,1.0362245251890272,23.173990990035236,16776.897190138698,28.92393426038325,2.7878288296051323,30,85.78162879517053,27.627649951979627
East Ludhiana,30.99920376795344,75.70273911466357,Assault,14,0.05081159336958081,37.72198677062988,56.4754830673337,48.17123555345461,33.98615735699423,1.931282474193722,45.430504134856164,5862.083858810365,10.240618684329093,6.271517507266253,12,90.4055981417008,26.905860601020265
South Ludhiana,30.97921306383796,75.95449837825727,Theft,20,0.02741585592273623,83.6826361157,136.32510716561228,39.87936942372471,9.769121955614537,1.5312544773332775,78.62956799566746,6926.264767535031,12.063995436765254,3.947815694846213,17,83.14222014039844,40
South Ludhiana,30.975499630114065,75.71360596287995,Assault,20,0.0773228522692807,50.9480257704854,119.16884186211973,36.39573827618733,20.694001927040517,1.1143935667350888,77.21278354991227,22383.63026175648,14.048782493919134,2.568597486242652,29,81.00910092044161,36.25454195454368
South Ludhiana,30.862090193806218,75.7238715008367,Theft,37,0.06732661784859374,36.766317784786224,91.21164835523814,44.01694979984313,15.813129580346867,0.6641880933893844,21.291200695559382,18911.529574543238,28.140472494997084,8.788519320078194,28,93.61903563584032,40
West Ludhiana,30.860208417614924,75.83507986827753,Theft,26,0.017453334166202695,30.816133748739958,76.62800401449203,43.400075195822865,29.197188596008345,1.7692126393085346,25.015839179977775,16449.93111025542,24.53453941270709,5.4741780972108245,5,87.57441014801275,33.239488001709404
South Ludhiana,30.88918446241878,75.84359099294525,Robbery,29,0.03910004062345252,94.9227768741548,59.69029308762401,29.18196310289204,34.26638001110405,0.5957400593906641,34.638067884370685,14595.291852019727,20.724371429532766,4.5224908529780805,1,100,38.377562081256265
West Ludhiana,30.931770029803737,75.8398320096545,Domestic Violence,24,0.025518325248267505,84.73317531868815,143.86018021032214,47.59189924458042,30.54532014997676,1.7111171162687242,36.188091579824686,12268.292549997568,27.665868075564504,9.751402635592967,23,88.65777808406312,40
South Ludhiana,30.9253667477984,75.94911461633164,Domestic Violence,36,0.0823781915800646,55.21648641675711,119.08928838092834,26.838007315527648,10.075978875393048,1.593816434731707,35.808822056278586,21503.05955670774,10.555652263574302,3.3830857393331826,19,90.30313055752931,34.91786063895858
Central Ludhiana,30.92779343370348,75.73128870269284,Robbery,22,0.07678938350640238,37.569019459187984,121.0591054521501,48.69477027328685,13.271812089951709,0.7222187321167439,76.03045204188675,16627.06457078457,10.59851530008018,1.30083475029096,26,87.56836185503897,29.676118424578178
East Ludhiana,30.915370506746694,75.78649787239264,Robbery,28,0.09783959832042456,75.84745721891522,142.21613621339202,57.8144800523296,29.22707891324535,0.523832394159399,44.05048696324229,24733.51363092661,22.63514619320631,3.8415199355222285,27,94.95925098691175,40
West Ludhiana,30.95345183140598,75.82323733984958,Robbery,32,0.029612921366933734,86.69582577422261,97.9721219977364,56.40941492980346,36.47237396449782,1.1625914626056328,40.62695450615138,22402.868908829987,14.198443423956633,6.890236635226756,11,96.39157743894602,40
North Ludhiana,30.844112907117232,75.86497209239751,Assault,15,0.04755077990237624,92.9300251416862,91.12583282403648,52.338941257912666,16.368181701982394,1.6515341288177297,50.66633427049965,12729.138261638582,10.242308522574604,5.944075845181942,13,95.06049208602877,40
West Ludhiana,30.921236992953347,75.83216373508331,Theft,48,0.08647958366200328,44.564398676157,134.50656128115952,31.411381906364113,20.24026638478972,1.6605199575424194,22.14791304897517,14739.075521938503,22.972920495085418,9.323604244273156,22,80.92747840848718,40
North Ludhiana,30.904260760452598,75.98957395823672,Robbery,24,0.043599003052804626,89.90561125800014,121.79377367720008,12.193210320547223,22.739954818971455,1.6003598107490689,39.42681702785194,20783.20883680135,24.424318680539727,1.5365879354067147,14,90.30792746005503,40
East Ludhiana,30.82029017629102,75.78289648250211,Domestic Violence,8,0.04119117312366143,39.21005994081497,117.69649931229651,23.489772588945925,19.10973486956209,1.6403034175746143,50.77864513732493,19208.613433875144,25.212171329185367,0.2259315550327301,12,92.21473423894044,35.658634137358895
South Ludhiana,30.969381092628463,75.86942658463958,Domestic Violence,2,0.04416753017343581,57.32941610738635,99.9821656383574,28.84990850230679,11.01946213748306,1.4475536741083488,66.66368854697794,18867.953079752624,27.827670383267105,8.701588402036577,9,100,40
North Ludhiana,30.81423135926016,75.70758268143982,Domestic Violence,49,0.04010726148961112,96.94235563278198,102.72870692424476,42.169003086164594,38.46942724660039,0.5325308199971914,55.64825169276446,5041.599636897445,21.615523006767035,6.089728658553213,3,98.90682458720482,40
North Ludhiana,30.816878409869968,75.7704090113286,Robbery,14,0.07851957390550525,90.41552379727364,108.89549432322383,29.71069979481399,32.75045478367247,1.219530777540058,74.6193019952625,5438.870177604258,19.423205526545644,3.594500010367483,4,90.90926493125079,40
North Ludhiana,30.830644784122708,75.80748276759405,Assault,32,0.015735157381277533,64.91835840046406,138.127354811877,33.091138736344874,12.48496136860922,1.4960202822694555,27.931885607540607,21305.604223161936,29.911621217615902,4.5630221255123615,2,100,40
East Ludhiana,30.846793719287962,75.91580937588587,Fraud,26,0.04568161306437105,41.01308159530163,88.2282962789759,39.41418231930584,34.79457068722695,1.365770552540198,34.02807865291834,6380.028249695897,23.278242461383343,3.4237239765934646,2,100,29.13558726737905
North Ludhiana,30.982791620632632,75.78012204160915,Domestic Violence,15,0.02083833831129596,93.51695362478495,79.74243466742337,15.824207747355103,34.22610643086955,1.93458197475411,49.56734728068113,23330.702926032245,10.759965651668608,4.261760148219764,0,100,36.55695293554569
South Ludhiana,30.983027704712004,75.76271577125881,Fraud,6,0.06544664216926321,69.77510552853346,81.58609375823289,34.7995404410176,24.17552569299005,0.8162003020988777,65.74920743238181,10802.542548626661,29.06465044710785,3.962838677689433,0,96.83526406955596,36.722696042764916
West Ludhiana,30.879368671402336,75.94349135046359,Domestic Violence,42,0.01285512700676918,93.76538479700685,50.806183950044215,12.82412376254797,17.642042535590008,0.6304418307263404,20.584043287672102,5873.459638096392,24.719128357246518,1.4651237824000418,1,100,33.731583314908775
North Ludhiana,30.992478707665576,75.83032415069174,Fraud,32,0.024088085277471694,43.49218932911754,69.1951512126252,41.32852358976379,27.1895354159642,0.7436133146984503,48.0238891299814,12370.708836242557,14.138799635693431,1.2787891388870776,8,100,27.86886817758211
West Ludhiana,30.909054328873754,75.81107645689045,Assault,6,0.037688394123688344,78.16728763282299,68.9428779296577,58.055235971696675,7.215861934237182,0.5527134638978168,61.45052923820913,16087.756543420255,15.538273896090686,2.9850709927268326,20,86.47906740006799,34.97363741508252
South Ludhiana,30.936058011837304,75.93954046405852,Robbery,48,0.0725220607756637,72.54558736458421,102.19022345263511,34.263978214003146,8.733425141545013,1.6554265341255814,26.495230365544558,18173.119500279427,22.06831943243742,7.747602174058557,12,96.08445573824699,40
South Ludhiana,30.952448015799746,75.8909257927211,Theft,17,0.07790629477705807,33.25039962306619,123.80082753952593,23.4566412656568,27.322926035849378,1.8196195501368493,69.22104708850384,6104.02159858495,24.529044688679278,1.9801008119247854,12,94.4947118366814,32.46699150439763
South Ludhiana,30.800897965859622,75.76065117013641,Robbery,23,0.05128211749717594,27.508500181138515,68.02268172614276,50.85653402144089,37.597058593528345,1.2365233092568815,24.015513993799686,15737.391938455403,28.294963683001697,1.6980287106707692,12,88.52811791342411,30.682705791842395
West Ludhiana,30.9033328701742,75.96016289957333,Assault,8,0.07010230641579256,39.06943993642926,137.1614343021065,23.003690354526043,29.911705737467855,0.9387537603033707,38.97737743798643,21111.576724797487,24.07658883370459,9.950269125401974,25,88.343837191809655,40
East Ludhiana,30.944758593896402,75.97649856989737,Fraud,13,0.02506575874052942,78.01588207483292,118.16466832533479,53.33996340865269,24.01569492649287,0.5025582225061953,29.47063277941197,14552.99200490117,24.621542510576546,8.574115778319538,10,91.84059019753924,40
North Ludhiana,30.910903109190986,75.87384129860439,Robbery,5,0.03149492311989889,92.07504173740745,51.89877168741077,27.616229853592813,11.894952781731263,1.4194511853856966,33.03600392770022,12236.721469089389,11.420514406636357,5.43033882509917,30,84.12105905450322,33.655201688673635
East Ludhiana,30.89418569034897,75.95713214790449,Theft,23,0.032699430140201005,91.37156080454588,97.02653295826167,10.657913892064244,34.52925565303303,0.5803690798347816,30.793449273332953,19882.29140173644,21.482380013912916,1.1955337412655354,20,87.04589462122522,39.472277300309834
West Ludhiana,30.805413747765126,75.94729477774817,Assault,16,0.07154968821676448,30.429688598960638,96.45767153706402,39.65420074760914,5.217040083371103,0.9609125810675323,64.07603499945253,17134.1267041862,16.22987975832075,0.38684885017573833,10,96.9807730879696,30.29670077174135
North Ludhiana,30.958207559399305,75.83530434835703,Theft,3,0.07320425918092952,91.95212310180068,51.47960192989558,57.22256164532155,38.72927512507886,1.729545169742778,77.79013036750257,20291.680824011564,13.932965560816228,0.29697843361645937,19,93.05893334970442,36.78015897954325
North Ludhiana,30.95671665770933,75.7503640632378,Domestic Violence,21,0.09469053972046823,25.881356447935104,76.47620418574661,21.68001394253224,37.9330031061545,0.9625506752636284,70.8465652866289,10916.024222970009,24.392462950199842,0.019152378663420677,18,88.59659762834593,31.384532535303997
East Ludhiana,30.88092111493461,75.93149059321732,Assault,17,0.021214833955746144,55.73092054575682,50.137653201818466,20.828933713492006,8.896948831388727,1.246912227361463,32.27125337347388,10810.0291993469,12.132997885346413,4.083250593394041,19,98.26835058884707,25.804534741113383
East Ludhiana,30.934708905778827,75.72174494969659,Robbery,48,0.05596642503282056,24.013500809669495,59.41081012133509,16.90978920320049,26.99615063960664,1.3987312946701422,31.929285638034344,16234.618430025876,15.270272437483072,6.8424332002177835,30,80.60112352592603,27.60856587092014
Central Ludhiana,30.823923486331477,75.97237306686584,Domestic Violence,15,0.02260849934536964,99.26873877644539,53.568678162992,10.658613804262131,9.537119017913938,1.9118553932057694,35.615822644904256,8136.304160580039,15.126215848140419,3.5892129689455032,30,87.44991468504367,32.21457722919361
East Ludhiana,30.938168929889798,75.81294946349226,Assault,35,0.07362810601945967,65.08234824985266,119.89425788633525,50.259413910098374,34.04718189034611,0.751140036736615,64.32960473932326,23845.162033103406,17.247557532973588,4.826903440989554,2,98.14238226321625,40
East Ludhiana,30.864209425076844,75.7246817510575,Assault,4,0.07346736751962453,42.87224218249321,61.23795518651605,55.11202061548829,32.505169053329155,0.9021789727266878,76.60484042484313,12269.16674990207,26.28569469321519,4.611534720752388,1,100,33.80934726622551
North Ludhiana,30.856351905316114,75.95101919951848,Assault,2,0.02795122385723517,89.85866380855441,71.00095441564918,22.62705409899354,34.00276291766204,1.6860916269943118,65.12286216020584,20601.054946891963,15.025886883959174,9.160551757086068,3,98.71809611846264,40
West Ludhiana,30.883000125177205,75.920341581502,Domestic Violence,32,0.039820207876618954,70.73888378217816,78.8069006986916,32.83304638694972,33.645965670002624,1.9330006738891825,28.255706480704248,10133.715462870896,23.906806781888008,4.241171921603382,22,94.52970350514161,36.63244125620261
Central Ludhiana,30.80489699966274,75.95815101873595,Fraud,5,0.023808812312781813,34.279201701283455,128.9569828659296,42.13806460844353,7.439957883907482,0.5849875709973276,51.11143059562892,6073.586838319898,28.30151074565947,5.183892482891679,6,91.51855425864605,36.42637947480228
South Ludhiana,30.843966167327018,75.72553422937635,Domestic Violence,45,0.01281914798077196,27.432764023542404,114.8029914824292,55.89966154890135,8.958016065880656,1.218995988368988,55.136196967214346,8392.653935588896,27.52552390564233,0.5312710884027183,5,99.99352661398133,32.92265699569851
South Ludhiana,30.960426589520647,75.88914686019999,Theft,1,0.08853930043289439,85.85526045411825,113.38501332793385,59.214162409771234,21.505305814789608,1.8402853346196935,32.16312306467444,14763.95498495549,20.022711120545864,3.279589090961963,6,100,40
Central Ludhiana,30.96048461580649,75.79978098392021,Domestic Violence,50,0.08352223165566101,71.35467892512679,59.80224381200969,28.04929063655436,20.898644981207326,0.6159367838408798,23.006959301419556,13749.432913027704,14.577996232546866,9.699658998288214,9,98.24465432142031,34.18065472493173
West Ludhiana,30.801234742533417,75.75749423603993,Assault,26,0.0321834839344956,32.830578815191984,124.89480534568429,39.387720848899335,23.65987456520088,1.6263074406888336,20.77302733436227,19664.76718429476,12.708431640639901,0.7006309158168733,2,93.46411766611243,31.488450921029724
South Ludhiana,30.898329156637192,75.97995418962091,Robbery,10,0.04014497919473797,67.93658412992954,51.9468161277473,52.1954131568782,31.573504317784682,1.0263718774076551,24.158622403629124,12732.31172002852,13.419391033239663,2.8051510313525796,29,88.6947565081395,32.76274595841439
West Ludhiana,30.83455400103703,75.73760346481576,Robbery,23,0.06652605747804047,80.98659558221698,140.67484410479665,53.405254709068686,25.20176307996735,1.5690178687218577,72.77583498042077,24405.237422324717,28.11448794323951,5.044655606616288,22,93.76089041114014,40
South Ludhiana,30.906694185175002,75.92700275811367,Domestic Violence,20,0.0242168219643645,25.635586883872747,111.7906735278666,11.980613707564771,27.440162195125595,0.9095236153807491,22.742537036538124,16864.628568291664,25.455370042473078,8.120278110727668,20,98.46109959320906,34.70521366811607
Central Ludhiana,30.943683743383737,75.95544569480698,Fraud,36,0.017915107901208104,42.43671352043748,122.52054689452052,22.468817248009145,25.40093969553709,0.7147033790824935,28.888966515660286,8071.485757827759,12.600536020472646,8.023694928269833,9,95.008454418740655,32.34681740507181
Central Ludhiana,30.84639085782692,75.9887421231484,Fraud,30,0.0944747986481525,61.237799655646086,107.58664465975016,45.56182642932981,17.65104261576198,0.5551282014930621,53.310319473966956,18185.226689092815,24.5677136676386,7.822808001656085,24,94.37166287669677,40
South Ludhiana,30.835985155869277,75.70013475578745,Assault,14,0.029261049930937588,38.54318266734481,63.25601423159242,29.452295510564,30.82613495644182,0.7677119083236903,74.14060520473868,21666.8031970039,15.23655494209379,1.5858029527589679,20,79.55247423514405,32.72263200505936
West Ludhiana,30.948619635682554,75.91924154318403,Robbery,6,0.012068196700420232,70.019106939435,72.04997767694294,15.839598923921585,10.34865659661591,1.1902642586501315,40.90551285073161,24233.336430042982,13.11719736084342,1.5663936990313232,10,95.26936343193276,27.74452926028622
